model,train_auc,val_auc,train_gini,val_gini,val_ks,val_auc_pr,best_iteration
LightGBM,0.8264538097957456,0.7617329834230062,0.6529076195914911,0.5234659668460124,0.3882962793786478,0.2397626284977215,240
